指数,年月,地域,カテゴリ,数値,単位
指数,1971年2月,全国,0001 総合,32.2,
指数,1971年2月,全国,0002 食料,30.2,
指数,1971年2月,全国,0003 穀類,34.2,
指数,1971年2月,全国,0004 米類,42,
指数,1971年2月,全国,0005 パン,27.9,
指数,1971年2月,全国,1021 食パン,29.5,
指数,1971年2月,全国,1022 あんパン,25.3,
指数,1971年2月,全国,0006 麺類,25.9,
指数,1971年2月,全国,1041 そうめん,19.5,
指数,1971年2月,全国,1051 カップ麺,30.1,
指数,1971年2月,全国,0007 他の穀類,37.9,
指数,1971年2月,全国,1071 小麦粉,30.6,
指数,1971年2月,全国,0008 魚介類,22.9,
指数,1971年2月,全国,0009 生鮮魚介,25.3,
指数,1971年2月,全国,1101 まぐろ,33.8,
指数,1971年2月,全国,1102 あじ,30.4,
指数,1971年2月,全国,1103 いわし,42.8,
指数,1971年2月,全国,1104 かつお,38.3,
指数,1971年2月,全国,1106 さけ,27.5,
指数,1971年2月,全国,1107 さば,14.3,
指数,1971年2月,全国,1108 さんま,35.7,
指数,1971年2月,全国,1110 たい,41.7,
指数,1971年2月,全国,1111 ぶり,41.1,
指数,1971年2月,全国,1112 いか,18.8,
指数,1971年2月,全国,1113 たこ,21.1,
指数,1971年2月,全国,1131 あさり,8.1,
指数,1971年2月,全国,1132 かき（貝）,19,
指数,1971年2月,全国,0010 塩干魚介,21.8,
指数,1971年2月,全国,1141 塩さけ,26.1,
指数,1971年2月,全国,1142 たらこ,19.7,
指数,1971年2月,全国,1143 しらす干し,17.9,
指数,1971年2月,全国,1146 煮干し,21.3,
指数,1971年2月,全国,0011 魚肉練製品,19,
指数,1971年2月,全国,1151 揚げかまぼこ,14.2,
指数,1971年2月,全国,1152 ちくわ,17,
指数,1971年2月,全国,1153 かまぼこ,23.5,
指数,1971年2月,全国,0012 他の魚介加工品,19.3,
指数,1971年2月,全国,1161 かつお節,30.3,
指数,1971年2月,全国,0013 肉類,34.5,
指数,1971年2月,全国,0014 生鮮肉,32.6,
