指数,年月,地域,カテゴリ,数値,単位
指数,1971年7月,全国,0001 総合,32.9,
指数,1971年7月,全国,0002 食料,29.9,
指数,1971年7月,全国,0003 穀類,34.4,
指数,1971年7月,全国,0004 米類,42,
指数,1971年7月,全国,0005 パン,28.2,
指数,1971年7月,全国,1021 食パン,29.8,
指数,1971年7月,全国,1022 あんパン,25.6,
指数,1971年7月,全国,0006 麺類,26.4,
指数,1971年7月,全国,1041 そうめん,20.1,
指数,1971年7月,全国,1051 カップ麺,30.3,
指数,1971年7月,全国,0007 他の穀類,38.9,
指数,1971年7月,全国,1071 小麦粉,31.6,
指数,1971年7月,全国,0008 魚介類,23.8,
指数,1971年7月,全国,0009 生鮮魚介,26.7,
指数,1971年7月,全国,1101 まぐろ,35.4,
指数,1971年7月,全国,1102 あじ,30.6,
指数,1971年7月,全国,1103 いわし,32.8,
指数,1971年7月,全国,1104 かつお,32.9,
指数,1971年7月,全国,1106 さけ,27.6,
指数,1971年7月,全国,1107 さば,15.9,
指数,1971年7月,全国,1108 さんま,26.6,
指数,1971年7月,全国,1110 たい,39.4,
指数,1971年7月,全国,1111 ぶり,39.2,
指数,1971年7月,全国,1112 いか,19.8,
指数,1971年7月,全国,1113 たこ,22,
指数,1971年7月,全国,1131 あさり,8.2,
指数,1971年7月,全国,0010 塩干魚介,21.8,
指数,1971年7月,全国,1141 塩さけ,26,
指数,1971年7月,全国,1142 たらこ,18.9,
指数,1971年7月,全国,1143 しらす干し,15.5,
指数,1971年7月,全国,1146 煮干し,22.8,
指数,1971年7月,全国,0011 魚肉練製品,19.6,
指数,1971年7月,全国,1151 揚げかまぼこ,14.6,
指数,1971年7月,全国,1152 ちくわ,17.4,
指数,1971年7月,全国,1153 かまぼこ,24.5,
指数,1971年7月,全国,0012 他の魚介加工品,20.2,
指数,1971年7月,全国,1161 かつお節,32.1,
指数,1971年7月,全国,0013 肉類,35.4,
指数,1971年7月,全国,0014 生鮮肉,33.6,
指数,1971年7月,全国,1201 牛肉（国産品）,20.3,
指数,1971年7月,全国,1211 豚肉（国産品）,36.1,
指数,1971年7月,全国,1221 鶏肉,50.1,
指数,1971年7月,全国,0015 加工肉,44.1,
指数,1971年7月,全国,1261 ソーセージ,41.2,
指数,1971年7月,全国,0016 乳卵類,46.9,
指数,1971年7月,全国,0017 牛乳・乳製品,44,
指数,1971年7月,全国,0018 牛乳,44.4,
指数,1971年7月,全国,0019 乳製品,43.8,
